     1.000  0.4757E-18  0.3736E+17
     1.200  0.7126E-15  0.3353E+17
     1.400  0.2017E-12  0.3007E+17
     1.600  0.1853E-10  0.2696E+17
     1.800  0.7634E-09  0.2418E+17
     2.000  0.1735E-07  0.2169E+17
     2.200  0.2500E-06  0.1947E+17
     2.400  0.2522E-05  0.1751E+17
     2.600  0.1907E-04  0.1574E+17
     2.800  0.1140E-03  0.1416E+17
     3.000  0.5617E-03  0.1275E+17
     3.200  0.2350E-02  0.1149E+17
     3.400  0.8566E-02  0.1037E+17
     3.600  0.2777E-01  0.9385E+16
     3.800  0.8146E-01  0.8522E+16
     4.000  0.2191E+00  0.7768E+16
     4.200  0.5462E+00  0.7104E+16
     4.400  0.1273E+01  0.6519E+16
     4.600  0.2798E+01  0.6002E+16
     4.800  0.5824E+01  0.5536E+16
     5.000  0.1150E+02  0.5092E+16
     5.200  0.2144E+02  0.4628E+16
     5.400  0.3745E+02  0.4105E+16
     5.600  0.6074E+02  0.3510E+16
     5.800  0.9105E+02  0.2870E+16
     6.000  0.1256E+03  0.2227E+16
     6.200  0.1627E+03  0.1670E+16
     6.400  0.2000E+03  0.1220E+16
     6.600  0.2369E+03  0.8806E+15
     6.800  0.2738E+03  0.6340E+15
     7.000  0.3098E+03  0.4563E+15
     7.200  0.3425E+03  0.3271E+15
     7.400  0.3747E+03  0.2363E+15
     7.600  0.4041E+03  0.1711E+15
     7.800  0.4308E+03  0.1245E+15
     8.000  0.4560E+03  0.9121E+14
     8.200  0.4810E+03  0.6753E+14
     8.400  0.5079E+03  0.5071E+14
     8.600  0.5342E+03  0.3840E+14
     8.800  0.5600E+03  0.2932E+14
     9.000  0.5852E+03  0.2256E+14
     9.200  0.6099E+03  0.1749E+14
     9.400  0.6339E+03  0.1365E+14
     9.600  0.6565E+03  0.1072E+14
     9.800  0.6766E+03  0.8447E+13
    10.000  0.6919E+03  0.6661E+13
