12	759.153	
11.693	718.447	
11.2989	679.925	
10.9714	634.663	
10.6695	608.965	
10.342	545.411	
10.0196	502.138	
9.69205	455.972	
9.38501	397.285	
9.05238	336.744	
8.67881	262.782	
8.33594	194.07	
8.01355	139.429	
7.78326	97.4498	
7.53763	67.1777	
7.29711	41.4764	
7.07194	26.3235	
6.77514	12.8588	
6.5295	6.45688	
6.3248	3.37906	
6.13546	1.81776	
5.9717	1.00518	
5.7363	0.416195	
5.51626	0.179598	
5.30644	0.0743625	
5.12222	0.03165	
4.9994	0.0184934	
4.89193	0.0105121	
4.68212	0.00363879	
4.54907	0.00177751	
4.40066	0.000756542	
4.23691	0.00027293	
4.10385	0.000119409	
4.00662	6.16351e-005	
3.92986	3.36165e-005	
3.83263	1.66491e-005	
3.77122	1.0422e-005
